20 10 31 20 31 52	509	2	3 	1023	0	1023	41 0	
20 10 31 20 31 57	511	2	3 	1023	0	1023	40 15	
20 10 31 20 32 1	513	3	3 	1023	0	1023	41 0	
20 10 31 20 32 6	515	3	3 	1023	0	1023	41 0	
20 10 31 20 32 10	517	3	3 	1023	0	1023	41 0	
20 10 31 20 32 15	519	3	3 	1023	0	1023	41 0	
20 10 31 20 32 19	521	3	3 	1023	0	1023	41 0	
20 10 31 20 32 24	523	3	3 	1023	0	1023	41 0	
20 10 31 20 32 28	525	3	3 	1023	0	1023	41 0	
20 10 31 20 32 33	527	3	3 	1023	0	1023	41 0	
20 10 31 20 32 37	529	3	3 	1023	0	1023	41 0	
20 10 31 20 32 42	531	3	3 	1023	0	1023	41 0	
20 10 31 20 32 46	533	3	3 	1023	0	1023	41 0	
20 10 31 20 32 51	535	3	3 	1023	0	1023	41 0	
20 10 31 20 32 55	537	3	3 	1023	0	1023	41 0	
20 10 31 20 33 0	539	4	3 	1023	0	1023	41 0	
20 10 31 20 33 4	541	4	3 	1023	0	1023	41 1	
20 10 31 20 33 9	543	4	3 	1023	0	1023	41 1	
20 10 31 20 33 13	545	4	3 	1023	0	1023	41 1	
20 10 31 20 33 17	547	4	3 	1023	0	1023	41 1	
20 10 31 20 33 22	549	4	3 	1023	0	1023	41 1	
20 10 31 20 33 26	551	4	3 	1023	0	1023	41 1	
20 10 31 20 33 31	553	4	3 	1023	0	1023	41 1	
20 10 31 20 33 35	555	4	3 	1023	0	1023	41 0	
20 10 31 20 33 40	557	4	3 	1023	0	1023	41 0	
20 10 31 20 33 44	559	4	3 	1023	0	1023	41 1	
20 10 31 20 33 49	561	4	3 	1023	0	1023	41 0	
20 10 31 20 33 53	563	4	3 	1023	0	1023	41 0	
20 10 31 20 33 58	565	4	3 	1023	0	1023	41 1	
20 10 31 20 34 2	567	5	3 	1023	0	1023	41 1	
20 10 31 20 34 7	569	5	3 	1023	0	1023	41 1	
20 10 31 20 34 11	571	5	3 	1023	0	1023	41 1	
20 10 31 20 34 16	573	5	3 	1023	0	1023	41 1	
20 10 31 20 34 20	575	5	3 	1023	0	1023	41 1	
20 10 31 20 34 25	577	5	3 	1023	0	1023	41 1	
20 10 31 20 34 29	579	5	3 	1023	0	1023	41 1	
20 10 31 20 34 34	581	5	3 	1023	0	1023	41 1	
20 10 31 20 34 38	583	5	3 	1023	0	1023	41 1	
20 10 31 20 34 43	585	5	3 	1023	0	1023	41 1	
20 10 31 20 34 47	587	5	3 	1023	0	1023	41 1	
20 10 31 20 34 52	589	5	3 	1023	0	1023	41 1	
20 10 31 20 34 56	591	5	3 	1023	0	1023	41 1	
20 10 31 20 35 1	593	6	3 	1023	0	1023	41 1	
20 10 31 20 35 5	595	6	3 	1023	0	1023	41 1	
20 10 31 20 35 10	597	6	3 	1023	0	1023	41 1	
20 10 31 20 35 14	599	6	3 	1023	0	1023	41 1	
20 10 31 20 35 19	601	6	3 	1023	0	1023	41 1	
20 10 31 20 35 23	603	6	3 	1023	0	1023	41 1	
20 10 31 20 35 27	605	6	3 	1023	0	1023	41 1	
20 10 31 20 35 32	607	6	3 	1023	0	1023	41 1	
20 10 31 20 35 36	609	6	3 	1023	0	1023	41 1	
20 10 31 20 35 41	611	6	3 	1023	0	1023	41 1	
20 10 31 20 35 45	613	6	3 	1023	0	1023	41 1	
20 10 31 20 35 50	615	6	3 	1023	0	1023	41 0	
20 10 31 20 35 54	617	6	3 	1023	0	1023	41 1	
20 10 31 20 35 59	619	6	3 	1023	0	1023	41 0	
20 10 31 20 36 10	621	1	4 	1023	0	1023	41 0	
20 10 31 20 36 15	623	1	4 	1023	0	1023	41 0	
20 10 31 20 36 19	625	1	4 	1023	0	1023	41 0	
20 10 31 20 36 24	627	1	4 	1023	0	1023	41 0	
20 10 31 20 36 28	629	1	4 	1023	0	1023	41 0	
20 10 31 20 36 33	631	1	4 	1023	0	1023	41 0	
20 10 31 20 36 37	633	1	4 	1023	0	1023	41 0	
20 10 31 20 36 42	635	1	4 	1023	0	1023	40 15	
20 10 31 20 36 46	637	1	4 	1023	0	1023	41 0	
20 10 31 20 36 51	639	1	4 	1023	0	1023	41 0	
20 10 31 20 36 55	641	1	4 	1023	0	1023	41 0	
20 10 31 20 37 0	643	2	4 	1023	0	1023	41 0	
20 10 31 20 37 4	645	2	4 	1023	0	1023	41 0	
20 10 31 20 37 9	647	2	4 	1023	0	1023	41 0	
20 10 31 20 37 13	649	2	4 	1023	0	1023	41 0	
20 10 31 20 37 18	651	2	4 	1023	0	1023	40 15	
20 10 31 20 37 22	653	2	4 	1023	0	1023	40 15	
20 10 31 20 37 27	655	2	4 	1023	0	1023	40 15	
20 10 31 20 37 31	657	2	4 	1023	0	1023	40 15	
20 10 31 20 37 36	659	2	4 	1023	0	1023	40 15	
20 10 31 20 37 40	661	2	4 	1023	0	1023	40 15	
20 10 31 20 37 44	663	2	4 	1023	0	1023	40 15	
20 10 31 20 37 49	665	2	4 	1023	0	1023	40 15	
20 10 31 20 37 53	667	2	4 	1023	0	1023	40 15	
20 10 31 20 37 58	669	2	4 	1023	0	1023	40 14	
20 10 31 20 38 2	671	3	4 	1023	0	1023	40 14	
20 10 31 20 38 7	673	3	4 	1023	0	1023	40 14	
20 10 31 20 38 11	675	3	4 	1023	0	1023	40 14	
20 10 31 20 38 16	677	3	4 	1023	0	1023	40 14	
20 10 31 20 38 20	679	3	4 	1023	0	1023	40 14	
20 10 31 20 38 25	681	3	4 	1023	0	1023	40 14	
20 10 31 20 38 29	683	3	4 	1023	0	1023	40 14	
20 10 31 20 38 34	685	3	4 	1023	0	1023	40 14	
20 10 31 20 38 38	687	3	4 	1023	0	1023	40 14	
20 10 31 20 38 43	689	3	4 	1023	0	1023	40 13	
20 10 31 20 38 47	691	3	4 	1023	0	1023	40 13	
20 10 31 20 38 52	693	3	4 	1023	0	1023	40 13	
20 10 31 20 38 56	695	3	4 	1023	0	1023	40 13	
20 10 31 20 39 1	697	4	4 	1023	0	1023	40 13	
20 10 31 20 39 5	699	4	4 	1023	0	1023	40 13	
20 10 31 20 39 10	701	4	4 	1023	0	1023	40 13	
20 10 31 20 39 14	703	4	4 	1023	0	1023	40 13	
20 10 31 20 39 19	705	4	4 	1023	0	1023	40 12	
20 10 31 20 39 23	707	4	4 	1023	0	1023	40 12	
20 10 31 20 39 28	709	4	4 	1023	0	1023	40 12	
20 10 31 20 39 32	711	4	4 	1023	0	1023	40 12	
20 10 31 20 39 37	713	4	4 	1023	0	1023	40 12	
20 10 31 20 39 41	715	4	4 	1023	0	1023	40 12	
20 10 31 20 39 46	717	4	4 	1023	0	1023	40 12	
20 10 31 20 39 50	719	4	4 	1023	0	1023	40 12	
20 10 31 20 39 54	721	4	4 	1023	0	1023	40 12	
20 10 31 20 39 59	723	4	4 	1023	0	1023	40 12	
20 10 31 20 40 3	725	5	4 	1023	0	1023	40 11	
20 10 31 20 40 8	727	5	4 	1023	0	1023	40 11	
20 10 31 20 40 12	729	5	4 	1023	0	1023	40 11	
